4.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,6.000000000000000000e+00
8.000000000000000000e+00,1.090000000000000000e+02
1.000000000000000000e+01,2.490000000000000000e+02
1.200000000000000000e+01,2.720000000000000000e+02
1.400000000000000000e+01,2.310000000000000000e+02
1.600000000000000000e+01,1.740000000000000000e+02
1.800000000000000000e+01,8.700000000000000000e+01
2.000000000000000000e+01,4.700000000000000000e+01
2.200000000000000000e+01,4.200000000000000000e+01
2.400000000000000000e+01,1.300000000000000000e+01
2.600000000000000000e+01,1.100000000000000000e+01
2.800000000000000000e+01,3.000000000000000000e+00
3.000000000000000000e+01,2.000000000000000000e+00
3.200000000000000000e+01,1.000000000000000000e+00
3.400000000000000000e+01,1.000000000000000000e+00
3.600000000000000000e+01,0.000000000000000000e+00
3.800000000000000000e+01,0.000000000000000000e+00
4.000000000000000000e+01,0.000000000000000000e+00
