1 1 1.89000000 1.04469463 -1.59246960 -0.06282249 2 0 4
2 1 1.89000000 -3.36730362 -2.80272082 0.06785997 0 0 2
3 4 -0.94500000 0.54311961 -0.23659891 0.63364817 0 -1 -1
4 4 -0.94500000 -0.23122648 -2.33716631 -0.71632031 -1 1 3
5 2 1.41750000 -1.27411019 -2.23220988 -2.09127444 1 0 -3
6 4 -0.94500000 -3.97730227 -1.34160580 0.42882622 -2 -1 1
7 4 -0.94500000 -1.38531307 -0.74704547 -2.86661863 1 2 0
8 4 -0.94500000 -2.82276067 -2.77689427 -1.46515951 0 1 0
9 1 1.89000000 -1.12286386 0.80498911 -3.18110232 0 0 1
10 4 -0.94500000 -0.43015842 -3.26386358 -3.27954685 1 -1 -1
11 1 1.89000000 -0.02148103 -4.08722779 -4.59475168 0 2 2
12 4 -0.94500000 0.20608188 0.99971781 -4.14926071 1 1 0
13 4 -0.94500000 -4.61421579 -3.80593453 0.06256520 -2 -1 0
14 4 -0.94500000 1.35089485 -4.99912687 -4.29294966 0 -2 0
15 3 0.47250000 -3.18364351 0.85200354 -0.84369405 -2 1 1
16 4 -0.94500000 -1.30605300 -4.91274837 -5.08212907 2 3 0
17 3 0.47250000 -3.47799762 -4.64535906 -3.07743591 4 2 5
18 3 0.47250000 -0.26584345 -4.95354271 -0.86787787 0 -2 4
19 4 -0.94500000 -2.01363349 0.49365226 1.31598400 2 2 2
20 4 -0.94500000 -2.40632525 1.29007339 -4.04934007 -3 1 -1
21 4 -0.94500000 30.71203651 0.63118164 -5.12658696 0 3 1
22 3 0.47250000 1.83977875 -1.41389252 -3.54644706 -5 1 -7
23 1 1.89000000 -0.38788711 0.88202354 1.42524575 1 1 2
24 4 -0.94500000 1.74975757 -2.55521382 1.08960037 -1 -2 -1
25 4 -0.94500000 2.10599073 -1.21764683 -1.24394883 0 -1 1
26 4 -0.94500000 3.60623833 -0.08049109 0.71892385 -1 0 -1
27 2 1.41750000 3.66069913 -0.54423084 -0.96847962 2 0 -1
28 3 1.41750000 4.28797742 -3.20630560 -4.77166696 2 -1 -1
29 4 -0.94500000 3.90877891 0.88389024 -1.92121565 1 1 2
30 4 -0.94500000 4.92277428 -1.72973796 -1.23839009 4 5 2
31 4 -0.94500000 5.07754642 -4.48839947 -1.50059343 0 1 1
32 4 -0.94500000 4.95916467 -2.97246206 -3.56656936 1 0 1
33 1 1.89000000 5.56525527 -3.06702765 -2.03884306 1 -1 1
34 4 -0.94500000 3.97908518 0.42641620 -5.20845939 1 3 1
35 1 1.89000000 5.77867701 -5.51614239 -4.98134530 0 -2 1
36 4 -0.94500000 4.59781230 -4.43849765 -5.32306882 0 -2 -1
37 4 -0.94500000 3.59028957 -2.21895527 -5.41521704 0 2 2
38 3 0.47250000 6.43842757 -1.35064013 0.65806149 -2 -2 8
39 3 0.47250000 6.12667337 0.20484368 -3.10887614 3 4 9
40 1 1.89000000 8.45174867 -2.40585982 -2.80548700 -1 2 1
41 4 -0.94500000 8.08489625 -2.35523800 -4.43993009 2 1 2
42 4 -0.94500000 8.56096838 -0.84433803 -2.46498706 0 0 1
43 4 -0.94500000 7.97314594 0.58244596 0.25188234 3 2 1
44 4 -0.94500000 7.91544507 -4.85731501 1.06655311 1 2 -1
45 3 1.41750000 7.67281701 -3.37120118 -5.24949088 0 3 1
46 4 -0.94500000 7.19058122 -3.00440848 -2.00486102 0 2 -1
47 4 -0.94500000 7.03046669 -4.50148660 -4.66966462 0 0 3
48 3 0.47250000 7.36258932 -5.83104108 -1.07658368 -9 1 -3
49 4 -0.94500000 3.28981496 30.65372124 0.38269462 -1 -5 0
50 2 1.41750000 4.03306217 -5.81195596 -1.18384267 -2 0 2
51 2 1.41750000 9.04866506 -0.24718988 -0.84949211 0 1 2
52 1 1.89000000 10.75244446 -2.09186283 0.86489408 -1 -1 6
53 4 -0.94500000 14.99654875 -1.69131217 0.12446985 -2 3 0
54 4 -0.94500000 9.57530811 -1.76531477 -0.19570271 1 3 1
55 4 -0.94500000 9.78896834 -3.30505734 -2.76128623 0 0 2
56 4 -0.94500000 12.14146514 -2.67349224 0.15037831 -3 2 0
57 2 1.41750000 13.81087635 -3.08840374 -0.07546525 -1 0 1
58 4 -0.94500000 10.27690922 0.82407239 -1.22081025 0 0 -2
59 4 -0.94500000 15.15789969 -0.51302347 -2.28307448 1 3 3
60 4 -0.94500000 14.26367815 -4.41982903 1.02964999 -1 1 -3
61 4 -0.94500000 13.93005086 -3.35165331 -1.75169266 -4 0 1
62 2 1.41750000 10.55499280 -4.76266019 -3.48380206 1 2 1
63 1 1.89000000 13.84505155 -4.47693397 -2.89014192 1 1 -2
64 4 -0.94500000 14.97588889 -4.25762076 -4.06416614 -1 0 3
65 4 -0.94500000 12.27863969 -4.45377255 -3.48609433 -1 -2 -2
66 4 -0.94500000 15.19560638 -0.98598478 -4.95182120 -2 2 6
67 4 -0.94500000 9.99042361 -5.23884533 -5.06770619 0 1 3
68 3 0.47250000 12.74491612 0.64504685 -0.31482547 -5 -7 2
69 3 0.47250000 10.16340785 -0.16196851 -4.60951793 -11 -2 -1
70 3 0.47250000 11.95873663 -1.95148487 -2.26924493 0 0 -3
71 1 1.89000000 15.48707569 -5.52539817 0.92749323 0 2 1
72 2 1.41750000 15.95576731 0.00543554 -3.72975598 0 0 0
73 1 1.89000000 16.01711435 -0.91255762 -0.93348942 0 3 0
74 4 -0.94500000 10.15259494 30.57957363 -2.33827384 0 -2 1
75 4 -0.94500000 14.06371120 30.67400970 -2.19647128 2 3 -1
76 4 -0.94500000 10.44297069 30.64314585 0.40258386 -1 0 1
77 4 -0.94500000 10.95448566 -0.65657622 1.66941517 1 0 -1
78 1 1.89000000 16.26584172 -3.85728907 -4.94594221 0 -1 0
79 4 -0.94500000 17.24102132 -1.98001089 -1.23890027 -1 -1 2
80 4 -0.94500000 16.55854910 0.50110828 -0.33302948 -3 -1 -1
81 4 -0.94500000 17.35081217 -3.04125660 -4.00883077 -1 2 -2
82 4 -0.94500000 17.75657477 -0.31661737 -3.47828738 -2 -2 1
83 4 -0.94500000 16.37385183 -4.97601711 -0.30360449 2 1 -2
84 2 1.41750000 18.08983697 -2.89410218 -2.39661566 1 1 -1
85 1 1.89000000 17.99152069 -5.02965119 -0.35573134 -1 0 0
86 4 -0.94500000 16.98674015 -5.24745751 -5.44829841 -3 4 1
87 3 1.41750000 20.97746310 -2.56599463 -2.26622719 0 2 0
88 4 -0.94500000 21.36640300 -3.63686329 -3.08630872 -1 -1 -1
89 4 -0.94500000 19.67990088 -1.98749430 -2.47328511 1 -2 2
90 4 -0.94500000 21.95847471 -1.89564764 -1.57078233 -1 -1 1
91 1 1.89000000 22.20255607 -3.96706274 -4.47589071 0 -3 -1
92 4 -0.94500000 20.32554452 0.24229834 -3.80734804 1 1 -1
93 2 1.41750000 21.02973061 1.07483997 -5.10250572 -3 0 -1
94 1 1.89000000 19.25728305 -0.40427154 -2.78138902 -2 -2 1
95 4 -0.94500000 19.36477415 0.36162956 -1.37514730 4 2 1
96 4 -0.94500000 19.55003298 -1.53610865 0.57570849 2 0 -2
97 2 1.41750000 19.74260475 0.09113898 0.26110137 1 2 -1
98 4 -0.94500000 22.42496546 -2.53431262 -5.19871641 2 0 4
99 3 0.47250000 23.27866154 -5.15217347 1.36441840 5 0 -2
100 4 -0.94500000 21.36016205 -5.00888637 -5.36507219 -6 2 -1
101 4 -0.94500000 18.65501472 -4.01810971 0.79240832 0 -2 -1
102 4 -0.94500000 18.43981718 -4.46679411 -1.80537923 -3 1 1
103 4 -0.94500000 21.64479004 0.69340536 0.78235308 -2 0 -3
104 4 -0.94500000 22.36166481 0.09130131 -5.68044081 -2 0 4
105 4 -0.94500000 19.02297741 1.11234383 1.40046703 -1 0 3
106 3 1.41750000 30.32064494 0.96377493 -3.80380787 0 1 -2
107 2 1.41750000 23.46022804 0.53958220 0.86704087 -1 -1 1
108 1 1.89000000 30.65434478 -4.33865869 0.82749511 0 0 0
109 3 0.47250000 30.27394155 -0.44466836 0.58476204 0 3 0
110 1 1.89000000 23.56528240 -1.64931198 -1.46725607 0 0 0
111 2 1.41750000 28.91234412 -2.83529855 -1.14213811 1 3 3
112 4 -0.94500000 24.08276809 -1.35255244 -2.98186183 1 4 2
113 1 1.89000000 28.28835469 -0.85288642 -3.01827199 -2 -1 0
114 4 -0.94500000 25.66032302 -3.03273881 -4.09433925 -1 0 1
115 4 -0.94500000 24.52201902 -2.97515185 -1.08385528 -4 3 1
116 1 1.89000000 25.38812588 -1.43855757 -3.91149874 0 1 -1
117 4 -0.94500000 28.88471001 -1.16039716 -1.51698299 0 0 1
118 4 -0.94500000 26.69372135 -0.84400753 -3.02531828 0 0 0
119 1 1.89000000 25.26401422 -4.61634125 -3.97388205 0 -1 2
120 4 -0.94500000 27.20780641 -3.40143820 -1.33105225 1 2 1
121 4 -0.94500000 23.96277581 -0.48870659 -0.41380970 2 1 1
122 1 1.89000000 25.77035053 -4.12891997 -1.14616811 1 -1 0
123 4 -0.94500000 25.50563001 -5.11195267 -2.41485784 -4 -1 0
124 4 -0.94500000 28.73692526 -2.15862210 -3.90254407 -1 -3 -2
125 4 -0.94500000 23.58087551 -4.63268296 -4.09225020 -1 2 1
126 4 -0.94500000 29.48196242 -3.23910154 0.46940561 -3 1 0
127 4 -0.94500000 29.07411573 0.53449772 -3.37150708 1 0 2
128 4 -0.94500000 28.89830170 -5.18345864 -4.69880862 -1 1 0
129 4 -0.94500000 29.89932518 -4.07634384 -2.00920038 1 0 1
130 4 -0.94500000 25.87442495 -5.09379275 0.12367620 -1 1 -1
131 2 1.41750000 29.01207247 -3.41988858 -5.07661658 0 -1 3
132 4 -0.94500000 26.30507041 -5.59518144 -4.76106667 1 3 -1
133 4 -0.94500000 25.40461367 -0.72562389 -5.37217201 -1 -2 1
134 4 -0.94500000 28.40966670 1.24872029 1.14504715 -1 0 1
135 3 0.47250000 26.83192823 -0.32501623 -0.25062119 -3 1 0
136 1 1.89000000 30.23722902 -5.63585900 -1.66334096 -2 2 -2
137 4 -0.94500000 30.25085050 -5.69715792 0.01373469 2 -1 0
138 4 -0.94500000 28.07744221 30.77631399 1.68843947 1 0 -1
139 4 -0.94500000 -0.16330639 2.35972423 0.94442126 1 1 1
140 4 -0.94500000 -0.89717456 1.54092971 -1.70729000 -1 1 -1
141 1 1.89000000 1.00352478 2.46288497 -4.42832145 -1 0 0
142 2 1.41750000 0.03364839 2.71509672 -0.74308866 1 1 0
143 3 1.41750000 -3.05529335 1.77788875 -5.21182525 -1 1 3
144 4 -0.94500000 -5.45697675 1.56956076 -2.85743113 3 1 3
145 4 -0.94500000 -3.42548796 3.12186886 -5.39187378 -1 2 3
146 1 1.89000000 -5.61622896 2.71741896 -1.76217413 -4 1 -3
147 4 -0.94500000 -4.22569330 3.04766104 -0.92736325 -1 -1 -1
148 1 1.89000000 -5.58859985 6.92964372 0.88296622 2 1 1
149 4 -0.94500000 -1.14990095 5.75172556 -5.33095194 -3 -2 2
150 4 -0.94500000 -3.23223546 7.79017447 -3.74188549 2 0 1
151 4 -0.94500000 -3.95233547 5.34657106 -4.18769906 -1 -1 -1
152 4 -0.94500000 -5.45957244 5.42272772 0.20652982 1 3 -1
153 4 -0.94500000 -0.00507056 3.56389347 -3.88554296 -1 1 4
