2.281916600000000184e+00 2.322866799999999898e+00 2.298631799999999892e+00 2.320426799999999901e+00 2.306626599999999971e+00 2.286061999999999816e+00 2.320426799999999901e+00 2.377366799999999891e+00 2.316279300000000152e+00 2.286061999999999816e+00
2.342458099999999988e+00 2.323487599999999986e+00 2.370651200000000181e+00 2.355183199999999921e+00 2.358575099999999924e+00 2.349861100000000036e+00 2.355183199999999921e+00 2.391489899999999835e+00 2.353979400000000055e+00 2.349861100000000036e+00
2.327390199999999965e+00 2.388217000000000034e+00 nan nan 2.367593900000000140e+00 2.368771499999999808e+00 2.384586899999999954e+00 nan 2.348467299999999813e+00 nan
0.000000000000000000e+00 1.000000000000000000e+00 2.500000000000000000e+00 5.000000000000000000e+00 7.500000000000000000e+00 1.000000000000000000e+01 1.250000000000000000e+01 1.500000000000000000e+01 1.750000000000000000e+01 2.000000000000000000e+01
